date,home_team,away_team,home_goals,away_goals,league,season,matchday,result
2013-06-23,Selånger FK,Nyköpings BIS,0,1,SE3N,2013,11,A
2013-06-24,AFC Eskilstuna,Västerås SK,5,1,SE3N,2013,11,H
2013-06-24,Umeå FC,IFK Luleå,3,2,SE3N,2013,11,H
2013-06-29,IFK Luleå,BK Forward,1,0,SE3N,2013,12,H
2013-06-29,Valsta Syrianska IK (- 2015),Eskilstuna City FK,2,1,SE3N,2013,12,H
2013-06-29,IK Frej Täby,Selånger FK,2,1,SE3N,2013,12,H
2013-06-30,Västerås SK,Umeå FC,2,3,SE3N,2013,12,A
2013-06-30,Vasalunds IF,Sandvikens IF,0,1,SE3N,2013,12,A
2013-06-30,IK Sirius,Dalkurd FF,4,1,SE3N,2013,12,H
2013-06-30,Nyköpings BIS,AFC Eskilstuna,6,0,SE3N,2013,12,H
2013-07-06,Dalkurd FF,BK Forward,1,2,SE3N,2013,13,A
2013-07-06,Sandvikens IF,IK Sirius,0,3,SE3N,2013,13,A
2013-07-06,Eskilstuna City FK,Vasalunds IF,2,1,SE3N,2013,13,H
2013-07-07,Selånger FK,Valsta Syrianska IK (- 2015),0,0,SE3N,2013,13,D
2013-07-07,Umeå FC,Nyköpings BIS,2,3,SE3N,2013,13,A
2013-07-07,AFC Eskilstuna,IK Frej Täby,1,0,SE3N,2013,13,H
2013-07-13,IK Frej Täby,AFC Eskilstuna,2,2,SE3N,2013,14,D
2013-07-13,BK Forward,Dalkurd FF,0,0,SE3N,2013,14,D
2013-07-13,Valsta Syrianska IK (- 2015),Selånger FK,1,0,SE3N,2013,14,H
2013-07-14,Nyköpings BIS,Umeå FC,2,0,SE3N,2013,14,H
2013-07-14,Vasalunds IF,Eskilstuna City FK,2,1,SE3N,2013,14,H
2013-07-14,IK Sirius,Sandvikens IF,5,0,SE3N,2013,14,H
2013-07-14,IFK Luleå,Västerås SK,4,2,SE3N,2013,14,H
2013-07-20,Sandvikens IF,Vasalunds IF,2,1,SE3N,2013,15,H
2013-07-20,Dalkurd FF,IK Sirius,1,1,SE3N,2013,15,D
2013-07-20,Eskilstuna City FK,Valsta Syrianska IK (- 2015),1,2,SE3N,2013,15,A
2013-07-21,BK Forward,IFK Luleå,2,3,SE3N,2013,15,A
2013-07-21,Selånger FK,IK Frej Täby,1,3,SE3N,2013,15,A
2013-07-21,Umeå FC,Västerås SK,4,0,SE3N,2013,15,H
2013-07-21,AFC Eskilstuna,Nyköpings BIS,0,3,SE3N,2013,15,A
2013-08-17,Valsta Syrianska IK (- 2015),Sandvikens IF,4,2,SE3N,2013,16,H
2013-08-18,IK Frej Täby,Eskilstuna City FK,2,1,SE3N,2013,16,H
2013-08-18,Västerås SK,AFC Eskilstuna,0,2,SE3N,2013,16,A
2013-08-18,IK Sirius,BK Forward,3,1,SE3N,2013,16,H
2013-08-18,Vasalunds IF,Dalkurd FF,2,3,SE3N,2013,16,A
2013-08-18,Nyköpings BIS,Selånger FK,0,0,SE3N,2013,16,D
2013-08-19,IFK Luleå,Umeå FC,0,4,SE3N,2013,16,A
2013-08-23,Eskilstuna City FK,Nyköpings BIS,2,1,SE3N,2013,17,H
2013-08-24,Dalkurd FF,Valsta Syrianska IK (- 2015),2,1,SE3N,2013,17,H
2013-08-25,IK Sirius,IFK Luleå,2,0,SE3N,2013,17,H
2013-08-25,BK Forward,Vasalunds IF,3,1,SE3N,2013,17,H
2013-08-25,AFC Eskilstuna,Umeå FC,2,3,SE3N,2013,17,A
2013-08-25,Selånger FK,Västerås SK,0,0,SE3N,2013,17,D
2013-08-25,Sandvikens IF,IK Frej Täby,0,1,SE3N,2013,17,A
2013-08-28,Västerås SK,IFK Luleå,4,4,SE3N,2013,13,D
2013-08-31,Valsta Syrianska IK (- 2015),BK Forward,0,0,SE3N,2013,18,D
2013-08-31,IK Frej Täby,Dalkurd FF,1,0,SE3N,2013,18,H
2013-09-01,IFK Luleå,AFC Eskilstuna,1,0,SE3N,2013,18,H
2013-09-01,Vasalunds IF,IK Sirius,0,2,SE3N,2013,18,A
2013-09-01,Nyköpings BIS,Sandvikens IF,3,2,SE3N,2013,18,H
2013-09-02,Västerås SK,Eskilstuna City FK,2,1,SE3N,2013,18,H
2013-09-03,Umeå FC,Selånger FK,1,0,SE3N,2013,18,H
2013-09-07,BK Forward,IK Frej Täby,2,2,SE3N,2013,19,D
2013-09-07,Dalkurd FF,Nyköpings BIS,1,2,SE3N,2013,19,A
2013-09-08,Vasalunds IF,IFK Luleå,3,1,SE3N,2013,19,H
2013-09-08,Selånger FK,AFC Eskilstuna,2,1,SE3N,2013,19,H
2013-09-08,Eskilstuna City FK,Umeå FC,1,1,SE3N,2013,19,D
2013-09-09,IK Sirius,Valsta Syrianska IK (- 2015),5,1,SE3N,2013,19,H
2013-09-09,Sandvikens IF,Västerås SK,2,0,SE3N,2013,19,H
2013-09-14,IFK Luleå,Selånger FK,1,0,SE3N,2013,20,H
2013-09-14,Umeå FC,Sandvikens IF,4,1,SE3N,2013,20,H
2013-09-14,Valsta Syrianska IK (- 2015),Vasalunds IF,4,3,SE3N,2013,20,H
2013-09-15,Nyköpings BIS,BK Forward,3,0,SE3N,2013,20,H
2013-09-15,AFC Eskilstuna,Eskilstuna City FK,1,0,SE3N,2013,20,H
2013-09-16,Västerås SK,Dalkurd FF,0,2,SE3N,2013,20,A
2013-09-16,IK Frej Täby,IK Sirius,0,3,SE3N,2013,20,A
2013-09-21,Dalkurd FF,Umeå FC,2,0,SE3N,2013,21,H
2013-09-21,Eskilstuna City FK,Selånger FK,1,3,SE3N,2013,21,A
2013-09-22,BK Forward,Västerås SK,0,0,SE3N,2013,21,D
2013-09-22,Valsta Syrianska IK (- 2015),IFK Luleå,2,1,SE3N,2013,21,H
2013-09-22,Vasalunds IF,IK Frej Täby,2,3,SE3N,2013,21,A
2013-09-22,Sandvikens IF,AFC Eskilstuna,0,3,SE3N,2013,21,A
2013-09-22,IK Sirius,Nyköpings BIS,4,1,SE3N,2013,21,H
2013-09-28,Umeå FC,BK Forward,0,0,SE3N,2013,22,D
2013-09-28,Nyköpings BIS,Vasalunds IF,0,1,SE3N,2013,22,A
2013-09-29,IFK Luleå,Eskilstuna City FK,3,1,SE3N,2013,22,H
2013-09-29,Selånger FK,Sandvikens IF,0,1,SE3N,2013,22,A
2013-09-29,Västerås SK,IK Sirius,1,6,SE3N,2013,22,A
2013-09-29,AFC Eskilstuna,Dalkurd FF,0,0,SE3N,2013,22,D
2013-09-30,IK Frej Täby,Valsta Syrianska IK (- 2015),5,1,SE3N,2013,22,H
2013-10-05,Sandvikens IF,Eskilstuna City FK,3,0,SE3N,2013,23,H
2013-10-05,BK Forward,AFC Eskilstuna,4,0,SE3N,2013,23,H
2013-10-05,Dalkurd FF,Selånger FK,1,0,SE3N,2013,23,H
2013-10-06,IK Frej Täby,IFK Luleå,0,1,SE3N,2013,23,A
2013-10-06,IK Sirius,Umeå FC,0,0,SE3N,2013,23,D
2013-10-06,Vasalunds IF,Västerås SK,0,1,SE3N,2013,23,A
2013-10-07,Valsta Syrianska IK (- 2015),Nyköpings BIS,1,4,SE3N,2013,23,A
2013-10-12,Selånger FK,BK Forward,4,5,SE3N,2013,24,A
2013-10-12,Eskilstuna City FK,Dalkurd FF,0,2,SE3N,2013,24,A
2013-10-13,IFK Luleå,Sandvikens IF,2,2,SE3N,2013,24,D
2013-10-13,Nyköpings BIS,IK Frej Täby,0,1,SE3N,2013,24,A
2013-10-13,Västerås SK,Valsta Syrianska IK (- 2015),2,0,SE3N,2013,24,H
2013-10-13,Umeå FC,Vasalunds IF,0,1,SE3N,2013,24,A
2013-10-14,AFC Eskilstuna,IK Sirius,2,2,SE3N,2013,24,D
2013-10-19,IK Frej Täby,Västerås SK,0,0,SE3N,2013,25,D
2013-10-19,BK Forward,Eskilstuna City FK,6,1,SE3N,2013,25,H
2013-10-19,Dalkurd FF,Sandvikens IF,2,4,SE3N,2013,25,A
2013-10-20,Nyköpings BIS,IFK Luleå,1,0,SE3N,2013,25,H
2013-10-20,IK Sirius,Selånger FK,3,1,SE3N,2013,25,H
2013-10-20,Valsta Syrianska IK (- 2015),Umeå FC,1,1,SE3N,2013,25,D
2013-10-20,Vasalunds IF,AFC Eskilstuna,2,1,SE3N,2013,25,H
2013-10-27,Sandvikens IF,BK Forward,1,1,SE3N,2013,26,D
2013-10-27,IFK Luleå,Dalkurd FF,2,5,SE3N,2013,26,A
2013-10-27,AFC Eskilstuna,Valsta Syrianska IK (- 2015),1,0,SE3N,2013,26,H
2013-10-27,Umeå FC,IK Frej Täby,4,0,SE3N,2013,26,H
2013-10-27,Eskilstuna City FK,IK Sirius,2,4,SE3N,2013,26,A
2013-10-27,Västerås SK,Nyköpings BIS,1,2,SE3N,2013,26,A
2013-10-27,Selånger FK,Vasalunds IF,1,4,SE3N,2013,26,A
2014-04-17,BK Forward,IK Frej Täby,2,4,SE3N,2014,1,A
2014-04-19,Umeå FC,Dalkurd FF,1,1,SE3N,2014,1,D
2014-04-21,IFK Luleå,IF Sylvia,4,0,SE3N,2014,1,H
2014-04-21,Nyköpings BIS,Västerås SK,3,0,SE3N,2014,1,H
2014-04-21,Huddinge IF,Skellefteå FF,1,0,SE3N,2014,1,H
2014-04-21,IK Brage,AFC Eskilstuna,2,1,SE3N,2014,1,H
2014-04-21,Vasalunds IF,Valsta Syrianska IK (- 2015),1,4,SE3N,2014,1,A
2014-04-26,Dalkurd FF,Nyköpings BIS,2,0,SE3N,2014,2,H
2014-04-26,IK Frej Täby,Huddinge IF,2,0,SE3N,2014,2,H
2014-04-27,Västerås SK,IFK Luleå,2,2,SE3N,2014,2,D
2014-04-27,Valsta Syrianska IK (- 2015),Umeå FC,3,2,SE3N,2014,2,H
2014-04-27,Skellefteå FF,Vasalunds IF,2,3,SE3N,2014,2,A
2014-04-27,AFC Eskilstuna,BK Forward,2,0,SE3N,2014,2,H
2014-04-27,IF Sylvia,IK Brage,2,1,SE3N,2014,2,H
2014-05-04,BK Forward,IF Sylvia,5,1,SE3N,2014,3,H
2014-05-04,Nyköpings BIS,Valsta Syrianska IK (- 2015),2,0,SE3N,2014,3,H
2014-05-04,IK Brage,IFK Luleå,1,1,SE3N,2014,3,D
2014-05-04,Vasalunds IF,IK Frej Täby,1,2,SE3N,2014,3,A
2014-05-04,Huddinge IF,AFC Eskilstuna,0,1,SE3N,2014,3,A
2014-05-05,Västerås SK,Dalkurd FF,0,1,SE3N,2014,3,A
2014-05-05,Umeå FC,Skellefteå FF,0,2,SE3N,2014,3,A
2014-05-10,IFK Luleå,BK Forward,1,1,SE3N,2014,4,D
2014-05-10,AFC Eskilstuna,Vasalunds IF,3,2,SE3N,2014,4,H
2014-05-10,Valsta Syrianska IK (- 2015),Dalkurd FF,2,2,SE3N,2014,4,D
2014-05-11,IK Frej Täby,Umeå FC,3,1,SE3N,2014,4,H
2014-05-11,Skellefteå FF,Nyköpings BIS,1,0,SE3N,2014,4,H
2014-05-11,IF Sylvia,Huddinge IF,1,2,SE3N,2014,4,A
2014-05-12,IK Brage,Västerås SK,2,0,SE3N,2014,4,H
2014-05-17,Dalkurd FF,Skellefteå FF,3,1,SE3N,2014,5,H
2014-05-17,BK Forward,IK Brage,0,1,SE3N,2014,5,A
2014-05-18,Nyköpings BIS,IK Frej Täby,0,1,SE3N,2014,5,A
2014-05-18,Huddinge IF,IFK Luleå,2,1,SE3N,2014,5,H
2014-05-18,Vasalunds IF,IF Sylvia,2,1,SE3N,2014,5,H
2014-05-18,Umeå FC,AFC Eskilstuna,0,1,SE3N,2014,5,A
2014-05-19,Västerås SK,Valsta Syrianska IK (- 2015),1,0,SE3N,2014,5,H
2014-05-24,BK Forward,Västerås SK,1,2,SE3N,2014,6,A
2014-05-24,IK Frej Täby,Dalkurd FF,0,0,SE3N,2014,6,D
2014-05-24,AFC Eskilstuna,Nyköpings BIS,3,0,SE3N,2014,6,H
2014-05-24,IF Sylvia,Umeå FC,2,2,SE3N,2014,6,D
2014-05-25,IFK Luleå,Vasalunds IF,1,2,SE3N,2014,6,A
2014-05-25,Skellefteå FF,Valsta Syrianska IK (- 2015),4,3,SE3N,2014,6,H
2014-05-25,IK Brage,Huddinge IF,1,1,SE3N,2014,6,D
2014-05-31,Dalkurd FF,AFC Eskilstuna,0,1,SE3N,2014,7,A
2014-05-31,Valsta Syrianska IK (- 2015),IK Frej Täby,1,3,SE3N,2014,7,A
2014-05-31,Huddinge IF,BK Forward,2,0,SE3N,2014,7,H
2014-06-01,Västerås SK,Skellefteå FF,2,3,SE3N,2014,7,A
2014-06-01,Vasalunds IF,IK Brage,0,1,SE3N,2014,7,A
2014-06-02,Nyköpings BIS,IF Sylvia,4,2,SE3N,2014,7,H
2014-06-02,Umeå FC,IFK Luleå,2,3,SE3N,2014,7,A
2014-06-06,BK Forward,Vasalunds IF,2,1,SE3N,2014,8,H
2014-06-07,IK Brage,Umeå FC,1,1,SE3N,2014,8,D
2014-06-07,IF Sylvia,Dalkurd FF,0,2,SE3N,2014,8,A
2014-06-07,Huddinge IF,Västerås SK,2,3,SE3N,2014,8,A
2014-06-08,IK Frej Täby,Skellefteå FF,3,2,SE3N,2014,8,H
2014-06-08,IFK Luleå,Nyköpings BIS,3,0,SE3N,2014,8,H
2014-06-08,AFC Eskilstuna,Valsta Syrianska IK (- 2015),3,1,SE3N,2014,8,H
2014-06-12,Umeå FC,BK Forward,2,0,SE3N,2014,9,H
2014-06-14,Valsta Syrianska IK (- 2015),IF Sylvia,1,3,SE3N,2014,9,A
2014-06-14,Västerås SK,IK Frej Täby,0,1,SE3N,2014,9,A
2014-06-15,Dalkurd FF,IFK Luleå,2,2,SE3N,2014,9,D
2014-06-15,Nyköpings BIS,IK Brage,0,1,SE3N,2014,9,A
2014-06-15,Skellefteå FF,AFC Eskilstuna,0,3,SE3N,2014,9,A
2014-06-15,Vasalunds IF,Huddinge IF,3,2,SE3N,2014,9,H
2014-06-19,BK Forward,Nyköpings BIS,2,1,SE3N,2014,10,H
2014-06-22,AFC Eskilstuna,IK Frej Täby,0,2,SE3N,2014,10,A
2014-06-22,IFK Luleå,Valsta Syrianska IK (- 2015),4,1,SE3N,2014,10,H
2014-06-22,IF Sylvia,Skellefteå FF,3,0,SE3N,2014,10,H
2014-06-22,Huddinge IF,Umeå FC,0,1,SE3N,2014,10,A
2014-06-24,Vasalunds IF,Västerås SK,2,1,SE3N,2014,10,H
2014-06-24,IK Brage,Dalkurd FF,2,4,SE3N,2014,10,A
2014-06-28,Skellefteå FF,BK Forward,0,4,SE3N,2014,11,A
2014-06-28,IK Frej Täby,IK Brage,0,1,SE3N,2014,11,A
2014-06-28,Dalkurd FF,Vasalunds IF,1,2,SE3N,2014,11,A
2014-06-28,Valsta Syrianska IK (- 2015),Huddinge IF,2,1,SE3N,2014,11,H
2014-06-29,AFC Eskilstuna,IFK Luleå,3,1,SE3N,2014,11,H
2014-06-29,Nyköpings BIS,Umeå FC,0,0,SE3N,2014,11,D
2014-06-29,Västerås SK,IF Sylvia,0,1,SE3N,2014,11,A
2014-07-04,Skellefteå FF,IFK Luleå,2,2,SE3N,2014,12,D
2014-07-05,Valsta Syrianska IK (- 2015),IK Brage,1,3,SE3N,2014,12,A
2014-07-05,Dalkurd FF,BK Forward,1,0,SE3N,2014,12,H
2014-07-05,IK Frej Täby,IF Sylvia,1,0,SE3N,2014,12,H
2014-07-06,Umeå FC,Vasalunds IF,0,0,SE3N,2014,12,D
2014-07-06,Nyköpings BIS,Huddinge IF,3,2,SE3N,2014,12,H
2014-07-06,Västerås SK,AFC Eskilstuna,2,4,SE3N,2014,12,A
2014-07-10,Umeå FC,Västerås SK,4,0,SE3N,2014,13,H
2014-07-10,Vasalunds IF,Nyköpings BIS,2,0,SE3N,2014,13,H
2014-07-11,BK Forward,Valsta Syrianska IK (- 2015),2,1,SE3N,2014,13,H
2014-07-12,IK Brage,Skellefteå FF,2,0,SE3N,2014,13,H
2014-07-12,IF Sylvia,AFC Eskilstuna,1,1,SE3N,2014,13,D
2014-07-12,Huddinge IF,Dalkurd FF,0,1,SE3N,2014,13,A
2014-07-13,IFK Luleå,IK Frej Täby,0,0,SE3N,2014,13,D
2014-08-09,Dalkurd FF,Umeå FC,1,3,SE3N,2014,14,A
2014-08-09,IK Frej Täby,BK Forward,5,1,SE3N,2014,14,H
2014-08-10,IF Sylvia,IFK Luleå,1,2,SE3N,2014,14,A
2014-08-10,Skellefteå FF,Huddinge IF,1,0,SE3N,2014,14,H
2014-08-10,AFC Eskilstuna,IK Brage,1,0,SE3N,2014,14,H
2014-08-10,Västerås SK,Nyköpings BIS,2,0,SE3N,2014,14,H
2014-08-11,Valsta Syrianska IK (- 2015),Vasalunds IF,2,3,SE3N,2014,14,A
2014-08-16,BK Forward,AFC Eskilstuna,0,3,SE3N,2014,15,A
2014-08-17,Vasalunds IF,Skellefteå FF,3,1,SE3N,2014,15,H
2014-08-17,Umeå FC,Valsta Syrianska IK (- 2015),3,1,SE3N,2014,15,H
2014-08-17,Nyköpings BIS,Dalkurd FF,1,2,SE3N,2014,15,A
2014-08-17,IFK Luleå,Västerås SK,2,2,SE3N,2014,15,D
2014-08-17,IK Brage,IF Sylvia,4,2,SE3N,2014,15,H
2014-08-17,Huddinge IF,IK Frej Täby,1,1,SE3N,2014,15,D
2014-08-23,IF Sylvia,BK Forward,2,2,SE3N,2014,16,D
2014-08-23,Valsta Syrianska IK (- 2015),Nyköpings BIS,1,7,SE3N,2014,16,A
2014-08-23,Skellefteå FF,Umeå FC,3,4,SE3N,2014,16,A
2014-08-24,IFK Luleå,IK Brage,0,1,SE3N,2014,16,A
2014-08-24,IK Frej Täby,Vasalunds IF,0,1,SE3N,2014,16,A
2014-08-24,Dalkurd FF,Västerås SK,5,0,SE3N,2014,16,H
2014-08-24,AFC Eskilstuna,Huddinge IF,1,3,SE3N,2014,16,A
2014-08-30,Dalkurd FF,Valsta Syrianska IK (- 2015),0,0,SE3N,2014,17,D
2014-08-31,BK Forward,IFK Luleå,1,0,SE3N,2014,17,H
2014-08-31,Nyköpings BIS,Skellefteå FF,4,0,SE3N,2014,17,H
2014-08-31,Umeå FC,IK Frej Täby,1,3,SE3N,2014,17,A
2014-08-31,Vasalunds IF,AFC Eskilstuna,0,1,SE3N,2014,17,A
2014-08-31,Huddinge IF,IF Sylvia,3,0,SE3N,2014,17,H
2014-09-01,Västerås SK,IK Brage,3,1,SE3N,2014,17,H
2014-09-06,IF Sylvia,Vasalunds IF,1,1,SE3N,2014,18,D
2014-09-06,Valsta Syrianska IK (- 2015),Västerås SK,4,2,SE3N,2014,18,H
2014-09-06,IK Frej Täby,Nyköpings BIS,1,1,SE3N,2014,18,D
2014-09-07,IFK Luleå,Huddinge IF,0,0,SE3N,2014,18,D
2014-09-07,AFC Eskilstuna,Umeå FC,0,3,SE3N,2014,18,A
2014-09-07,Skellefteå FF,Dalkurd FF,0,2,SE3N,2014,18,A
2014-09-07,IK Brage,BK Forward,4,3,SE3N,2014,18,H
2014-09-13,Dalkurd FF,IK Frej Täby,2,1,SE3N,2014,19,H
2014-09-14,Valsta Syrianska IK (- 2015),Skellefteå FF,2,3,SE3N,2014,19,A
2014-09-14,Vasalunds IF,IFK Luleå,1,2,SE3N,2014,19,A
2014-09-14,Nyköpings BIS,AFC Eskilstuna,1,0,SE3N,2014,19,H
2014-09-14,Umeå FC,IF Sylvia,0,4,SE3N,2014,19,A
2014-09-14,Huddinge IF,IK Brage,0,4,SE3N,2014,19,A
2014-09-15,Västerås SK,BK Forward,0,1,SE3N,2014,19,A
2014-09-20,IFK Luleå,Umeå FC,0,0,SE3N,2014,20,D
2014-09-20,AFC Eskilstuna,Dalkurd FF,2,1,SE3N,2014,20,H
2014-09-20,BK Forward,Huddinge IF,2,2,SE3N,2014,20,D
2014-09-20,IK Frej Täby,Valsta Syrianska IK (- 2015),0,0,SE3N,2014,20,D
2014-09-21,Skellefteå FF,Västerås SK,0,4,SE3N,2014,20,A
2014-09-21,IK Brage,Vasalunds IF,1,2,SE3N,2014,20,A
2014-09-22,IF Sylvia,Nyköpings BIS,0,1,SE3N,2014,20,A
2014-09-27,Dalkurd FF,IF Sylvia,5,2,SE3N,2014,21,H
2014-09-27,Valsta Syrianska IK (- 2015),AFC Eskilstuna,0,1,SE3N,2014,21,A
2014-09-28,Umeå FC,IK Brage,0,1,SE3N,2014,21,A
2014-09-28,Nyköpings BIS,IFK Luleå,4,1,SE3N,2014,21,H
2014-09-28,Västerås SK,Huddinge IF,0,1,SE3N,2014,21,A
2014-09-28,Skellefteå FF,IK Frej Täby,0,2,SE3N,2014,21,A
2014-09-28,Vasalunds IF,BK Forward,0,0,SE3N,2014,21,D
2014-10-04,IK Frej Täby,Västerås SK,3,2,SE3N,2014,22,H
2014-10-04,BK Forward,Umeå FC,1,0,SE3N,2014,22,H
2014-10-05,AFC Eskilstuna,Skellefteå FF,8,0,SE3N,2014,22,H
2014-10-05,IFK Luleå,Dalkurd FF,0,2,SE3N,2014,22,A
2014-10-05,IK Brage,Nyköpings BIS,1,0,SE3N,2014,22,H
2014-10-05,Huddinge IF,Vasalunds IF,2,1,SE3N,2014,22,H
2014-10-05,IF Sylvia,Valsta Syrianska IK (- 2015),1,2,SE3N,2014,22,A
2014-10-11,Dalkurd FF,IK Brage,0,0,SE3N,2014,23,D
2014-10-11,IK Frej Täby,AFC Eskilstuna,1,0,SE3N,2014,23,H
2014-10-12,Nyköpings BIS,BK Forward,2,4,SE3N,2014,23,A
2014-10-12,Valsta Syrianska IK (- 2015),IFK Luleå,4,0,SE3N,2014,23,H
2014-10-12,Skellefteå FF,IF Sylvia,2,3,SE3N,2014,23,A
2014-10-12,Västerås SK,Vasalunds IF,3,4,SE3N,2014,23,A
2014-10-12,Umeå FC,Huddinge IF,0,2,SE3N,2014,23,A
2014-10-18,IFK Luleå,Skellefteå FF,5,0,SE3N,2014,24,H
2014-10-18,IF Sylvia,IK Frej Täby,1,2,SE3N,2014,24,A
2014-10-18,BK Forward,Dalkurd FF,0,1,SE3N,2014,24,A
2014-10-18,AFC Eskilstuna,Västerås SK,3,2,SE3N,2014,24,H
2014-10-19,Vasalunds IF,Umeå FC,0,7,SE3N,2014,24,A
2014-10-19,IK Brage,Valsta Syrianska IK (- 2015),1,1,SE3N,2014,24,D
2014-10-19,Huddinge IF,Nyköpings BIS,1,2,SE3N,2014,24,A
2014-10-25,Skellefteå FF,IK Brage,1,2,SE3N,2014,25,A
2014-10-25,Dalkurd FF,Huddinge IF,2,0,SE3N,2014,25,H
2014-10-25,Valsta Syrianska IK (- 2015),BK Forward,2,5,SE3N,2014,25,A
2014-10-26,Nyköpings BIS,Vasalunds IF,2,0,SE3N,2014,25,H
2014-10-26,IK Frej Täby,IFK Luleå,2,2,SE3N,2014,25,D
2014-10-26,Västerås SK,Umeå FC,3,0,SE3N,2014,25,H
2014-10-26,AFC Eskilstuna,IF Sylvia,2,0,SE3N,2014,25,H
2014-11-02,Vasalunds IF,Dalkurd FF,0,1,SE3N,2014,26,A
2014-11-02,Umeå FC,Nyköpings BIS,1,0,SE3N,2014,26,H
2014-11-02,IF Sylvia,Västerås SK,2,2,SE3N,2014,26,D
2014-11-02,IFK Luleå,AFC Eskilstuna,0,4,SE3N,2014,26,A
2014-11-02,IK Brage,IK Frej Täby,1,1,SE3N,2014,26,D
2014-11-02,BK Forward,Skellefteå FF,4,0,SE3N,2014,26,H
2014-11-02,Huddinge IF,Valsta Syrianska IK (- 2015),2,1,SE3N,2014,26,H
2015-04-11,Södertälje FK,Piteå IF,2,5,SE3N,2015,1,A
2015-04-11,Carlstad United BK (- 2019),Huddinge IF,2,0,SE3N,2015,1,H
2015-04-11,Akropolis IF,IK Brage,1,1,SE3N,2015,1,D
2015-04-12,BK Forward,IFK Luleå,1,1,SE3N,2015,1,D
2015-04-12,Umeå FC,Nyköpings BIS,1,0,SE3N,2015,1,H
2015-04-12,Dalkurd FF,Vasalunds IF,3,0,SE3N,2015,1,H
2015-04-12,Motala AIF,Västerås SK,4,0,SE3N,2015,1,H
2015-04-18,IFK Luleå,Carlstad United BK (- 2019),3,0,SE3N,2015,2,H
2015-04-19,Piteå IF,Akropolis IF,2,1,SE3N,2015,2,H
2015-04-19,Nyköpings BIS,Dalkurd FF,1,1,SE3N,2015,2,D
2015-04-19,Västerås SK,Umeå FC,0,1,SE3N,2015,2,A
2015-04-19,IK Brage,Motala AIF,0,1,SE3N,2015,2,A
2015-04-19,Vasalunds IF,BK Forward,2,1,SE3N,2015,2,H
2015-04-19,Huddinge IF,Södertälje FK,2,4,SE3N,2015,2,A
2015-04-25,Dalkurd FF,Akropolis IF,2,1,SE3N,2015,3,H
2015-04-25,Carlstad United BK (- 2019),Södertälje FK,0,3,SE3N,2015,3,A
2015-04-26,Umeå FC,Motala AIF,2,1,SE3N,2015,3,H
2015-04-26,Nyköpings BIS,IFK Luleå,1,1,SE3N,2015,3,D
2015-04-26,BK Forward,Piteå IF,2,1,SE3N,2015,3,H
2015-04-26,IK Brage,Vasalunds IF,3,0,SE3N,2015,3,H
2015-04-27,Västerås SK,Huddinge IF,3,2,SE3N,2015,3,H
2015-05-02,IFK Luleå,Umeå FC,1,0,SE3N,2015,4,H
2015-05-02,Akropolis IF,Carlstad United BK (- 2019),0,0,SE3N,2015,4,D
2015-05-02,Dalkurd FF,IK Brage,2,1,SE3N,2015,4,H
2015-05-02,Södertälje FK,Västerås SK,3,1,SE3N,2015,4,H
2015-05-03,Motala AIF,Piteå IF,1,0,SE3N,2015,4,H
2015-05-03,BK Forward,Nyköpings BIS,2,2,SE3N,2015,4,D
2015-05-03,Vasalunds IF,Huddinge IF,2,1,SE3N,2015,4,H
2015-05-09,IK Brage,Umeå FC,2,1,SE3N,2015,5,H
2015-05-09,Carlstad United BK (- 2019),BK Forward,0,3,SE3N,2015,5,A
2015-05-10,Piteå IF,Vasalunds IF,5,0,SE3N,2015,5,H
2015-05-10,Västerås SK,IFK Luleå,0,0,SE3N,2015,5,D
2015-05-10,Huddinge IF,Akropolis IF,0,2,SE3N,2015,5,A
2015-05-10,Motala AIF,Dalkurd FF,0,3,SE3N,2015,5,A
2015-05-10,Nyköpings BIS,Södertälje FK,0,0,SE3N,2015,5,D
2015-05-16,BK Forward,Motala AIF,3,0,SE3N,2015,6,H
2015-05-16,Dalkurd FF,Carlstad United BK (- 2019),2,0,SE3N,2015,6,H
2015-05-17,IFK Luleå,Akropolis IF,1,3,SE3N,2015,6,A
2015-05-17,Nyköpings BIS,Piteå IF,2,0,SE3N,2015,6,H
2015-05-17,Umeå FC,Huddinge IF,5,0,SE3N,2015,6,H
2015-05-17,Vasalunds IF,Södertälje FK,2,2,SE3N,2015,6,D
2015-05-18,Västerås SK,IK Brage,0,3,SE3N,2015,6,A
2015-05-23,Dalkurd FF,Umeå FC,1,0,SE3N,2015,7,H
2015-05-23,BK Forward,IK Brage,3,1,SE3N,2015,7,H
2015-05-23,Carlstad United BK (- 2019),Nyköpings BIS,1,3,SE3N,2015,7,A
2015-05-23,Akropolis IF,Vasalunds IF,1,0,SE3N,2015,7,H
2015-05-24,Södertälje FK,IFK Luleå,1,1,SE3N,2015,7,D
2015-05-24,Huddinge IF,Motala AIF,5,1,SE3N,2015,7,H
2015-05-24,Piteå IF,Västerås SK,3,2,SE3N,2015,7,H
2015-05-30,Vasalunds IF,Carlstad United BK (- 2019),2,0,SE3N,2015,8,H
2015-05-31,Umeå FC,BK Forward,3,1,SE3N,2015,8,H
2015-05-31,IK Brage,Piteå IF,2,2,SE3N,2015,8,D
2015-05-31,IFK Luleå,Huddinge IF,4,1,SE3N,2015,8,H
